"","Wavelength","CHO"
"1",400,0.0960903019424869
"2",401,0.0985865052075634
"3",402,0.0994193964802825
"4",403,0.10061939746543
"5",404,0.0988397790375553
"6",405,0.0924011960242519
"7",406,0.0879248491669915
"8",407,0.086125806431421
"9",408,0.0857934610483731
"10",409,0.0878364042196092
"11",410,0.0916184004285845
"12",411,0.0942512162298958
"13",412,0.0950093826991172
"14",413,0.0934722441476593
"15",414,0.088518438646252
"16",415,0.0834764554166441
"17",416,0.0871106734485054
"18",417,0.0879757546563135
"19",418,0.0831439382795356
"20",419,0.0858187468551334
"21",420,0.0900553978278155
"22",421,0.0870718327108997
"23",422,0.0858840020589641
"24",423,0.0872226755721442
"25",424,0.0867189631702959
"26",425,0.0854453057077967
"27",426,0.084291743846948
"28",427,0.0845702457962359
"29",428,0.0860365395016078
"30",429,0.0880928245345896
"31",430,0.0890589893655392
"32",431,0.0884817172404439
"33",432,0.0871682708848754
"34",433,0.0855654004037667
"35",434,0.0841811991636288
"36",435,0.0853471652458568
"37",436,0.0875714545105614
"38",437,0.0861877730945106
"39",438,0.0843700500482489
"40",439,0.0835829719329301
"41",440,0.0845833205212948
"42",441,0.0854199346565158
"43",442,0.0835935693351992
"44",443,0.083306140044651
"45",444,0.0846491546610705
"46",445,0.0845876956562275
"47",446,0.0835419721335643
"48",447,0.0819775420293046
"49",448,0.0814145531028693
"50",449,0.0823753538486195
"51",450,0.0856814594296462
"52",451,0.0857429395380031
"53",452,0.0824758482377358
"54",453,0.0845906490739785
"55",454,0.0870391874413999
"56",455,0.0851830915312033
"57",456,0.0855517664421724
"58",457,0.0874694147950707
"59",458,0.0857445932767529
"60",459,0.084130808849378
"61",460,0.0843748175738757
"62",461,0.0867094091620449
"63",462,0.0889387320796248
"64",463,0.0883245656499782
"65",464,0.0864895656690436
"66",465,0.0848473873086789
"67",466,0.08652339217519
"68",467,0.0881690384108366
"69",468,0.0876567602167604
"70",469,0.0879152738898514
"71",470,0.0877924912930739
"72",471,0.0838779363165416
"73",472,0.0820962072951948
"74",473,0.0838507293835049
"75",474,0.0854671952150014
"76",475,0.0866058863326089
"77",476,0.0871377177285643
"78",477,0.0876851509755844
"79",478,0.0878674747326436
"80",479,0.0862232421148487
"81",480,0.08437368881251
"82",481,0.0834462513479164
"83",482,0.0852506992702423
"84",483,0.0869875596636492
"85",484,0.0843255450551895
"86",485,0.0843543685515414
"87",486,0.0872883166884811
"88",487,0.0865193277375847
"89",488,0.0845578812777642
"90",489,0.0834918474545129
"91",490,0.0833965305292934
"92",491,0.08393433276672
"93",492,0.0842052813603841
"94",493,0.084616709816554
"95",494,0.0852048677895348
"96",495,0.0856338308614876
"97",496,0.0859174155834132
"98",497,0.0861044449153663
"99",498,0.0858923066307202
"100",499,0.0853597633579592
"101",500,0.0848667693723405
"102",501,0.0846394366094474
"103",502,0.084781282087168
"104",503,0.0848561603665124
"105",504,0.0851551441105676
"106",505,0.0863276455302896
"107",506,0.0873338836135338
"108",507,0.0876679383151398
"109",508,0.0867043522739879
"110",509,0.085886732512172
"111",510,0.0864822193481174
"112",511,0.0869996901848468
"113",512,0.0873883427228589
"114",513,0.0885743462635252
"115",514,0.0884907241880377
"116",515,0.0866733406489153
"117",516,0.0863300205307043
"118",517,0.0868968147904291
"119",518,0.0871338388015155
"120",519,0.086914198623138
"121",520,0.0864110669615345
"122",521,0.0864945990361626
"123",522,0.086798403467206
"124",523,0.0869850667144963
"125",524,0.0864941375808354
"126",525,0.0857560822415533
"127",526,0.0859598865618114
"128",527,0.0860275292541523
"129",528,0.0856435669418354
"130",529,0.0852015241475375
"131",530,0.0849489428380981
"132",531,0.0851232176379038
"133",532,0.085344446397437
"134",533,0.0854973091927509
"135",534,0.0856641087539654
"136",535,0.0853359782466645
"137",536,0.0843864966584315
"138",537,0.0843818333712044
"139",538,0.0850021282450577
"140",539,0.0852900925348699
"141",540,0.0853606655508892
"142",541,0.0852467613633446
"143",542,0.0851326215140382
"144",543,0.0849793687296339
"145",544,0.0847569336152423
"146",545,0.0848448861756133
"147",546,0.0852168349102571
"148",547,0.0856357903680805
"149",548,0.0858485383280042
"150",549,0.0857065145146793
"151",550,0.0852377182112931
"152",551,0.0848013448842582
"153",552,0.0848986065680609
"154",553,0.0855225594343054
"155",554,0.086286476072857
"156",555,0.0856852713143381
"157",556,0.0852401716133442
"158",557,0.0861092730114513
"159",558,0.085839807625267
"160",559,0.0848438807540751
"161",560,0.085209580804529
"162",561,0.0859770369910479
"163",562,0.0865234350651593
"164",563,0.0854058546559195
"165",564,0.0841543195472434
"166",565,0.0849167951210348
"167",566,0.0853459790465182
"168",567,0.0850976450552848
"169",568,0.0851796928867135
"170",569,0.0854247656031406
"171",570,0.0857156499093487
"172",571,0.086106453184613
"173",572,0.0864179403764106
"174",573,0.0862149471211819
"175",574,0.0863541958270387
"176",575,0.0869853855683619
"177",576,0.0871348208288218
"178",577,0.0870876579937381
"179",578,0.087242965901709
"180",579,0.0875483420262746
"181",580,0.0879708788227698
"182",581,0.0883813598030662
"183",582,0.088950057593209
"184",583,0.0897323760015304
"185",584,0.0904050565649269
"186",585,0.0909277439707168
"187",586,0.0913148762034744
"188",587,0.0917241112385545
"189",588,0.0921436514932339
"190",589,0.092205687217669
"191",590,0.0924172486851817
"192",591,0.0932117171420123
"193",592,0.0935189180284482
"194",593,0.0934341049647171
"195",594,0.0938464346737875
"196",595,0.0941458936579712
"197",596,0.0940558100239969
"198",597,0.0936828445393117
"199",598,0.0933794896350401
"200",599,0.0936474016570784
"201",600,0.0937440622365702
"202",601,0.0935080872015332
"203",602,0.0931887736153016
"204",603,0.0929563907425649
"205",604,0.0929424568530175
"206",605,0.0930823923176484
"207",606,0.0931212475864948
"208",607,0.0924277981817451
"209",608,0.0920439398878392
"210",609,0.0921720089563057
"211",610,0.0914081790274884
"212",611,0.0905574359894767
"213",612,0.0907419960996991
"214",613,0.0907524162618478
"215",614,0.0904303300570848
"216",615,0.0902759634207076
"217",616,0.0902098782226248
"218",617,0.0901778671867267
"219",618,0.0902035360780668
"220",619,0.0900600548601448
"221",620,0.0892379026969266
"222",621,0.0888994275258778
"223",622,0.0892907792790824
"224",623,0.0895023828739233
"225",624,0.0895367925615312
"226",625,0.0894628891727279
"227",626,0.0894958427241806
"228",627,0.0897064464959904
"229",628,0.0901874684290124
"230",629,0.0904184376247454
"231",630,0.090198524325429
"232",631,0.0902643116917436
"233",632,0.0904892334467593
"234",633,0.0904958818804523
"235",634,0.0908838920420726
"236",635,0.0916114991026222
"237",636,0.0918045701208456
"238",637,0.0918663595219599
"239",638,0.0921636609608556
"240",639,0.0926029027987565
"241",640,0.0930069297991047
"242",641,0.0929558111879339
"243",642,0.0929225544827019
"244",643,0.0931203412643239
"245",644,0.0935360678807161
"246",645,0.0939437656284174
"247",646,0.0940639531077895
"248",647,0.0937672208521229
"249",648,0.0931641099881032
"250",649,0.0927174013685389
"251",650,0.0923668102815874
"252",651,0.0920807026614168
"253",652,0.091948158399073
"254",653,0.0917704298714521
"255",654,0.0911103563999127
"256",655,0.0905965146384708
"257",656,0.090405591763554
"258",657,0.0902744002327156
"259",658,0.0899930998744104
"260",659,0.0893805504120177
"261",660,0.0889261895644781
"262",661,0.0886462865067726
"263",662,0.0882576641738977
"264",663,0.0878073339316412
"265",664,0.0873652776045326
"266",665,0.0872834002466247
"267",666,0.0872962368726056
"268",667,0.0869270943121617
"269",668,0.0866506988778538
"270",669,0.0866172796287233
"271",670,0.0868790644788237
"272",671,0.0870336137303294
"273",672,0.0867722453508239
"274",673,0.0864201606202869
"275",674,0.0862093758657729
"276",675,0.0865708434084385
"277",676,0.0867788770468736
"278",677,0.0866674894983389
"279",678,0.0870166661496884
"280",679,0.087450587670553
"281",680,0.0874606238398067
"282",681,0.0874648881896758
"283",682,0.0876741624897982
"284",683,0.088504282755404
"285",684,0.0889692723689242
"286",685,0.0885911034029346
"287",686,0.0885753160600835
"288",687,0.0890143782289085
"289",688,0.0897538458533364
"290",689,0.0905604677611492
"291",690,0.0914093023839027
"292",691,0.0925198835473565
"293",692,0.0940629811445012
"294",693,0.0961860208539115
"295",694,0.098803719015837
"296",695,0.102019467262028
"297",696,0.106067283095545
"298",697,0.11081449792138
"299",698,0.116296567429796
"300",699,0.122865945872469
"301",700,0.13044554254562
"302",701,0.138891497621239
"303",702,0.147839776759765
"304",703,0.157291169123827
"305",704,0.167653458579731
"306",705,0.178586107740653
"307",706,0.189849327455233
"308",707,0.201321602001409
"309",708,0.213136863832757
"310",709,0.225602206208756
"311",710,0.237986109646092
"312",711,0.25007924376354
"313",712,0.262009963059891
"314",713,0.274115275906098
"315",714,0.286655558419723
"316",715,0.298858261186228
"317",716,0.310542551033473
"318",717,0.321767211114849
"319",718,0.33254724385385
"320",719,0.342926852845138
"321",720,0.353259415581091
"322",721,0.363221203417683
"323",722,0.372345665531933
"324",723,0.380947463524588
"325",724,0.389136287311471
"326",725,0.396942917798341
"327",726,0.404335602919095
"328",727,0.411287450934463
"329",728,0.417656670810575
"330",729,0.423561385978641
"331",730,0.429223782555487
"332",731,0.434669372955554
"333",732,0.439808455363828
"334",733,0.444207371105521
"335",734,0.448112933543683
"336",735,0.451756892070501
"337",736,0.455211726892771
"338",737,0.458422821341693
"339",738,0.461131188244369
"340",739,0.463801945962627
"341",740,0.466531423685481
"342",741,0.468747632746225
"343",742,0.470678655367579
"344",743,0.472638374433817
"345",744,0.474553201537079
"346",745,0.476334166135251
"347",746,0.477729505227266
"348",747,0.479039212269377
"349",748,0.480414072713864
"350",749,0.481694085964924
"351",750,0.482746126912388
"352",751,0.483382064973264
"353",752,0.484253279444848
"354",753,0.485372849818631
"355",754,0.486016416781935
"356",755,0.486593638132481
"357",756,0.487390835260076
"358",757,0.488081969380062
"359",758,0.488597490196356
"360",759,0.488863350076237
"361",760,0.489416242513649
"362",761,0.49027252599791
"363",762,0.490609852981649
"364",763,0.490683962684856
"365",764,0.490795215290957
"366",765,0.491129353385102
"367",766,0.49160516992429
"368",767,0.491895712632271
"369",768,0.49214344706861
"370",769,0.492379767399782
"371",770,0.492504543880621
"372",771,0.492552145804588
"373",772,0.492575229461004
"374",773,0.492727573896722
"375",774,0.492962945613818
"376",775,0.492989544797358
"377",776,0.493158430797764
"378",777,0.493581429784285
"379",778,0.493686301737698
"380",779,0.493664797175862
"381",780,0.493895197088956
"382",781,0.493960580635086
"383",782,0.493831072238763
"384",783,0.493774252805089
"385",784,0.493829767837233
"386",785,0.494007915033737
"387",786,0.494163353780146
"388",787,0.494213923369451
"389",788,0.494055884733112
"390",789,0.49393709416376
"391",790,0.493957664223637
"392",791,0.494173274951393
"393",792,0.494301445931235
"394",793,0.494128642250745
"395",794,0.493925418600121
"396",795,0.493766106489474
"397",796,0.493686265971061
"398",797,0.493726263662971
"399",798,0.493817234384919
"400",799,0.493587898419006
"401",800,0.493316113011146
"402",801,0.493275471699019
"403",802,0.49329361269132
"404",803,0.493343472368145
"405",804,0.493429779353446
"406",805,0.493578216142815
"407",806,0.493760980421654
"408",807,0.493808068305142
"409",808,0.493801004772604
"410",809,0.493840399155654
"411",810,0.493883688131104
"412",811,0.493955523835389
"413",812,0.494157500115165
"414",813,0.494261131041874
"415",814,0.494227195108653
"416",815,0.494461603228224
"417",816,0.494750907611503
"418",817,0.494811055949723
"419",818,0.495067390395745
"420",819,0.495472517180522
"421",820,0.495588289057485
"422",821,0.495762264353024
"423",822,0.496118654274409
"424",823,0.496337562921411
"425",824,0.496474608533744
"426",825,0.496641718102511
"427",826,0.496599051432745
"428",827,0.496522846524868
"429",828,0.497168020269791
"430",829,0.497608007735576
"431",830,0.497438566200772
"432",831,0.497507355097029
"433",832,0.497722442222928
"434",833,0.497834755112446
"435",834,0.497799648465749
"436",835,0.49768981782152
"437",836,0.497754869094227
"438",837,0.498024668212015
"439",838,0.498452593139875
"440",839,0.498607139126824
"441",840,0.498591170332651
"442",841,0.498626493279727
"443",842,0.498656971127233
"444",843,0.498705940748381
"445",844,0.498889948364121
"446",845,0.498930077732897
"447",846,0.498737097767469
"448",847,0.498854115539647
"449",848,0.499086650950447
"450",849,0.499076895577711
"451",850,0.499107230322258
"452",851,0.49923550746892
"453",852,0.499437992458385
"454",853,0.499553913839168
"455",854,0.499504714180983
"456",855,0.499414905231861
"457",856,0.49940930307
"458",857,0.499627652904203
"459",858,0.499727510455132
"460",859,0.499686059393686
"461",860,0.499763932499071
"462",861,0.499656641625268
"463",862,0.499342233160484
"464",863,0.499761002309955
"465",864,0.500304478579739
"466",865,0.500075563692974
"467",866,0.499832066650531
"468",867,0.499817312718478
"469",868,0.500267795559187
"470",869,0.500317889306879
"471",870,0.499713923736763
"472",871,0.499674195270417
"473",872,0.500098331160308
"474",873,0.500688714874394
"475",874,0.500493824574263
"476",875,0.499792672193152
"477",876,0.500057629998539
"478",877,0.500281901688876
"479",878,0.50014244509061
"480",879,0.500316817739827
"481",880,0.500523505240809
"482",881,0.500426483891331
"483",882,0.500426642055455
"484",883,0.500525398532234
"485",884,0.500531161440352
"486",885,0.500426785312066
"487",886,0.500243735178911
"488",887,0.500208559723974
"489",888,0.50016664528032
"490",889,0.499983525195338
"491",890,0.500034460282365
"492",891,0.500165294215877
"493",892,0.499869851776197
"494",893,0.499807809543065
"495",894,0.500061213697428
"496",895,0.499988497300168
"497",896,0.499827552036087
"498",897,0.499785025896081
"499",898,0.499761834393571
"500",899,0.499897952794326
"501",900,0.50050354452679
"502",901,0.500189071622108
"503",902,0.499061918862604
"504",903,0.499103578351444
"505",904,0.499400756805354
"506",905,0.499368106158758
"507",906,0.499259619032122
"508",907,0.499112965546386
"509",908,0.498954246258668
"510",909,0.498912624992105
"511",910,0.498980395616763
"512",911,0.499041348104288
"513",912,0.499022925840086
"514",913,0.498837820310107
"515",914,0.498243244762953
"516",915,0.497665294134839
"517",916,0.497571310898841
"518",917,0.497539215331136
"519",918,0.497485271151147
"520",919,0.497417631298747
"521",920,0.497463139588547
"522",921,0.497525660468457
"523",922,0.497044672261263
"524",923,0.496166659513137
"525",924,0.495137375887054
"526",925,0.494784772378092
"527",926,0.494819426883148
"528",927,0.494480377359577
"529",928,0.49384802315682
"530",929,0.493064840407149
"531",930,0.492641468793408
"532",931,0.492217459651251
"533",932,0.491548061267923
"534",933,0.49051017241678
"535",934,0.489528266333451
"536",935,0.489132139785878
"537",936,0.488307141699158
"538",937,0.48725407600048
"539",938,0.487370902214206
"540",939,0.48657900328311
"541",940,0.484463565932384
"542",941,0.483277937384453
"543",942,0.482481920734171
"544",943,0.481464739589737
"545",944,0.480210403494446
"546",945,0.478856974426909
"547",946,0.477673164041698
"548",947,0.476565503846621
"549",948,0.475452867385844
"550",949,0.474190212329009
"551",950,0.472538578258017
